id,image1Text,image2Text,image3Text
ga831019,I'm so depressed it's depressing. Tell me about it.,I think I'll go out and shoot myself. Sure.,You're just trying to cheer me up.
ga831020,"Why are we so depressed, Garfield? I have this theory.","We've been staying up too late, lately.",And being happy takes entirely too much energy.
ga831021,"We've gotta do something about this depression, Garfield. Check.",Maybe a change of surroundings would cheer us up. Check.,Wrongo. Check
ga831025,"I knew a cat who was so ugly, he had to tie a squirrel around his neck to make the dog chase him.",BAP! KONK!,It's nice to see I'm attracting a crowd with some taste.
ga831027,What do you get if you cross a cat with a doctor?,You get a cat with a low golf handicap.,BONK KONG!
ga831029,Stop me if you've heard this one.,SMACK KONG! WHOP! BAP!,Let me rephrase that.
ga831031,"Here's some chicken soup, Garfield.","No thanks, I really couldn't.",I've never known Garfield to refuse food.
ga831101,,"I'm taking this steak and there's nothing you can do about it, Chipmunk Cheeks.",I've always encouraged Garfield to be assertive. But I believe he's crossed the fine line to obnoxious.
ga831102,BONK! BONK!,BONK! BONK!,Odie's going to have to learn to walk one of these ways.
ga831103,I wonder what pets do when they don't know their owners are watching.,Let's find out.,I don't believe it. Neither do I. Odie just drew to an inside straight.
ga831104,CLANG!,"Hey, Garfield, how do you like my new dinner bell?",It got my attention.
ga831105,,Oh no! My legs are turning to jelly! My mind is turning to mush! Could it be a laser? ...a death ray? No! It's...,My sunbeam.
ga831108,"Hi, aunt Gussie. Well if this isn't my daydreaming nephew, Jon, and his cat Blubberbutt.","Look, rodent breath, if you come within ten feet of my canary, I'll make a doily out of your hide.",I like her.
ga831109,"Why, aunt Gussie! I didn't know you were homecoming queen in 1922. You bet.","Back then I had beauty, style, grace, charm...",And a body that wouldn't quit!
ga831110,"How are you getting along financially these days, aunt Gussie?","Oh, I have my social security, I make quilts and sell my African violets...",And I knock down three hun a week teaching slam dancing at Denny's Pogo Pit.
ga831111,"What would you like for Christmas, aunt Gussie? Oh...nothing much.",Maybe something for my bed like a little lacey throw pillow.,Stuffed with John Travolta's chest hair.
ga831112,"It was nice visiting with you, aunt Gussie. Same here, Jon.",And you'd better forget about your crush on John Travolta. He's young enough to be your grandson.,DON'T TELL THAT TO MY COMPUTER DATING SERVICE!
ga831114,"Look at all those people. All going to work to process food, produce electricity, manufacture kitty litter and so on.",All just for me.,"I'd thank them individually, but they know who they are."
ga831115,Odie,WHOCK! SPLAT,That's for not being a cat.
ga831116,I guess I shouldn't have clobbered Odie for not being a cat.,"If everyone had a choice, we'd all be cats. So I can't blame him for not being a cat.",This is for being a dog! punt!
ga831117,whirrr,glup plop,"How's your cat food, Garfield? I could say more for the presentation."
ga831118,"Oh, look, it's one of those things you pull on for service.",YANK!,Bring me a danish and a cup of coffee.
ga831119,,"Stop playing with your food, Garfield.",I'm not. It dried out while my face was in it.
ga831121,"Here you go, Garfield. Take a big bite.",OH NO!,Just kidding.
ga831122,,"SLAM! Yo, Garfield! What'cha doing?",Casting a critical eye on a career as a doorstep.
ga831123,"Sitting atop this door, I see all and know all.",Now where's that fat cat of mine?,Don't take my name in vain. SMACK!
ga831124,Perching high on a door gives vent to a cat's philosophical bent.,Observing life from an omniscient point of view allows one to witness fascinating human rituals.,Like Jon cleaning his ear. squeak squeak
ga831125,I wish I knew how to get off this door.,Sometimes it would be nice to have all the decisions made for you.,SLAM! and sometimes not.
ga831126,PLOP,"Where did you come from, Garfield?",Rumor has it the stork brought me.
ga831128,I hate mondays. I can't shake this awful feeling that something dreadful is going to happen to me.,I'm saved! It's nice to see a friendly face.,"You're going to the vet, Garfield. ARRRGH!"
ga831129,"You don't look happy, Garfield.",Happy about going to the clinic? Put yourself in my shoes.,You get to flirt with the lady vet while I get the business end of her thermometer.
ga831130,"Did you know I'm a medical curiosity, doc? I'm not surprised.",I'm missing a major organ. Your brain?,"My heart, you've stolen it away. I hate to see a doctor cry."
ga831201,"I'd like to make another appointment, Liz. Sure, when?",How about Friday night for dinner?,NO! Subtle but firm.
ga831202,"Your cat is in good health, Mr. Arbuckle. Dandy. Now let's talk about us.",Let's do. Really?,You owe me forty dollars. I just adore love patter.
ga831203,"Hi, Odie.",,"If that dog's brain were a car, it would be jammed in neutral."
ga831205,"It's time you earn your keep around here, Garfield. There's a mouse hole and there's some cheese. You know what to do.",I certainly do.,
ga831206,Here's the scenario: cat crouches by cheese waiting for mouse to exit hole to retrieve same. Cat catches mouse. Fade out. The End.,Heck with it.,I prefer stories with a happy ending.
ga831207,"Why should I have to catch an innocent little mouse? I have nothing against him. In fact, he's kind of lovable.","If you don't catch that mouse, I'm putting you out i the cold!",The furry twerp dies.
ga831208,"This is demeaning. I have a noble heritage. I am a unique, vital individual.",And all I'm considered as around here is a mousetrap.,I must speak to my kitty litter changer about that.
ga831209,I don't want to catch that mouse. He's cute. I've even nicknamed him...,,"""Stretch"""
ga831210,,,"Live and let live, I say."
ga831212,OH NO! DON'T MAKE ME DO IT! ANYTHING BUT THAT!,TURN BACK! TURN BACK!,"Sometimes, a cat's feet just gotta climb."
ga831213,"Here I am, stuck up a tree. Things couldn't be worse.","Okay, okay, NOW things couldn't be worse.",BOOM
ga831214,I maybe stranded up a tree...,But at least I'm on a sturdy limb.,The story of my life.
ga831215,"Hey, fatso. What does a bird like you eat?",Cats.,chirp chirp
ga831216,This isn't safe.,Shoo! Shoo! Somebody might get hurt!,TOING!
ga831217,A way down! All I have to do is dive into that birdbath.,,7.0 6.5
ga831220,"When out on the lawn there arose such a clatter, I sprang from the bed to see what was the matter. Away to the window I flew like a flash, Tore open the shutters and threw up the sash. WHAT'S A SASH?",The moon on the breast of the new,fallen
ga831222,"from his head to his foot, and his clothes were all tarnished with ashes and soot; A bundle of toys he had flung on his back, And he looked like a peddler just opening his pack. YOU DIDN'T BREAK ANY TOYS; DID YOU?",His eyes,how they
ga831223,"THAT, FELLA.","He was chubby and plump, a right jolly old elf. And I laughed when I saw him, in spite of myself; A wink of his eye and a twist of his head Soon gave me to know I had nothing to dread. WE MUST HAVE LUNCH SOMETIME.",He spoke
ga831224,"He sprang to his sleigh, to his team gave a whistle, And away they all flew like to down of a thistle. But I heard him exclaim, are he drove out of sight,","HAPPY CHRISTMAS TO ALL AND TO ALL A GOOD NIGHT! WHAT A NICE GUY, WHAT A NICE STORY.",
ga831226,Heh he rattle rattle,Cats have such active imaginations. I wonder what's going on in Garfield's mind right now.,"Well...here I am, in a brown paper bag."
ga831228,This bag needs eyeholes.,rip rustle rustle,Something's not right here.
ga831229,"Got my sack, got my eyeholes, what more could a cat need?",ARRRRGH!,"Armholes, definitely armholes."
ga831230,Awk! There's someone in this bag with me.,"Oh, it's you.","Hello, bellybutton."
ga831231,fffff,POW!,"I didn't know you were in the bag, Garfield. I was playing a trick on Odie. At least I died for a good cause."
ga840101,Here go the legs lifting the body...now!,"This time I'm really, really going to do it...one, two, three...Hi ya!","Have you been up today, Garfield? I think so."
ga840102,"Rise and shine, Garfield, It's a bright new day!","It's gonna be a wonderful day, a great day!",I think I overcheerfuled it.
ga840103,"How do you want your coffee, Garfield? Make it sit up and bark.",How's this?,Just right.
ga840104,,,"Oh, no! It's the old ""Disguise the tongue as a loaf of french bread"" trick!"
ga840105,"Okay, who loosened the top on my saltshaker?!","Garfield, that wasn't very nice. You're right, that wasn't very nice.",But it was extremely funny.
ga840106,"Go outside and play, Garfield.",Have a good time.,"""Have a good time."" he says."
ga840107,,"Hey, Garfield, don't eat the lasagna yet...",It's still too hot. You're telling me?
ga840110,"If you are my conscience, what are you doing in my food bowl? I took on a form you would understand.","What do you really look like? Well, if you must know...",I look like everyone's mother. Natch.
ga840111,"Tell me, conscience, just what does a conscience do?",It is my duty to make you feel bad about things that make you feel good.,That's sad. It's a living.
ga840114,Don't you think you should be getting up now?,"Look, conscience, get out of my life. I have no use for you. Careful, fella. or I'll call my big brother.","Who's he? Guilt. On the jogging track in 5 minutes, sucker! Be there!"
ga840116,I love it when the good humor man comes. DING DING,I love it when I get a popsicle.,I hate it when my lips stick to the *@!! popsicle.
ga840117,Ever notice how moths circle the light?,Like planets orbiting a distant sun.,I love it when I get philosophical.
ga840118,I wonder what happens when a moth gets too close to the light.,AYIEEEE! FOOM!,At least he didn't suffer.
ga840119,"Let us examine a pet phenomenon called the ""rips"".",That's when your pets race around the house for no apparent reason.,Other than to mangle the family cat.
ga840120,You boys stop racing around.,"Garfield, slow down!",Okay.
ga840121,"Would you like to go for a walk, Odie?",Let's see...I need a leash.,You stay out of this.
ga840125,How cute! Nermal brought me my newspaper!,And my slippers and my pipe! What more could a man want?,How about a woman?
ga840126,"Let's get you into trouble, Nermal.","Look in the cookie jar! Look in the cookie jar! No, you can't have a cookie, Garfield, You'll spoil dinner.",Thanks for the cookies. Jeff would have known what Lassie was talking about.
ga840127,,BLUT! BLUT!,Call it cruel. Call it juvenile. I call it asserting myself.
ga840128,"I hate to bother you, sir, but you put insufficient postage on your package.",What package?,This kitten you're sending to Abu Dhabi. GARFIELD
ga840130,I wonder how fast I can run.,I wonder what would happen if I hit this kitty door at Mach 2.,I wonder if killing a mailman is a federal offense.
ga840131,I love attacking the mailman. Some days I scratch him. Some days I bite him. Some days I trip him.,Today I'm trying something new. *,I'm humiliating him.
ga840203,SLAM!,Rats! I missed him!,"Apparently, no one ever told him to look both ways before crossing the street. SCREECH"
ga840204,"Be a good boy and fetch the mail, Garfield. Oui, mon capitaine.",RIP ROWT CLOBBER BLAP,"Did you hurt him bad? Oh, just a few lacerations, abrasions and internal injuries. I was in a good mood."
ga840206,"Hey, Garfield, it says here people can perform superhuman feats of strength during periods of great stress.",What baloney!,"By the way, I'm taking you to the vet today."
